player_url,name
https://www.tennisabstract.com/cgi-bin/player.cgi?p=NovakDjokovic,Novak Djokovic
https://www.tennisabstract.com/cgi-bin/player.cgi?p=CarlosAlcaraz,Carlos Alcaraz
https://www.tennisabstract.com/cgi-bin/player.cgi?p=JannikSinner,Jannik Sinner
https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexanderZverev,Alexander Zverev
https://www.tennisabstract.com/cgi-bin/player.cgi?p=DaniilMedvedev,Daniil Medvedev 
